created_at,from_user,geo_latitude,geo_longitude,geo_type,geotagged,id,iso_language_code,location,profile_image_url,source,text,to_user
"Tue, 26 Jan 2010 05:23:23 +0000","marlyboulangger",,,"",0,8224075712,"es","ÜT: -17.655442,-71.321058","http://a1.twimg.com/profile_images/623835294/AAAAAAA_normal.png","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","@annacarinapop ya tienes un blackberry!!!","annacarinapop"
"Tue, 26 Jan 2010 05:23:08 +0000","joellart",,,"",0,8224068606,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@GrobieWills 2morrow I might have a surprise for you, Pam and Mike....I just have to find it!!!  Wish me luck!  ;) Muahaahahah!!!!","GrobieWills"
"Tue, 26 Jan 2010 05:22:09 +0000","ROSSY587",,,"",0,8224041140,"es","azua","http://a1.twimg.com/profile_images/637415272/picturie-0009_normal.jpg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","todavia estoy haciendo class de la uni:(",""
"Tue, 26 Jan 2010 05:22:02 +0000","TravelOTC",18.5424,-72.3433,"Point",1,8224037318,"en","18.542400, -72.343300","http://a1.twimg.com/profile_images/65580828/TravelOTCLogo_normal.png","&lt;a href=&quot;http://traveloffthecuff.com/&quot; rel=&quot;nofollow&quot;&gt;Travel Off The Cuff&lt;/a&gt;","WSJ Photographers Document Chaos in Haiti: January 19, 2010 : http://totc.us/cdi #TOTC_Pop_Photo",""
"Tue, 26 Jan 2010 05:21:58 +0000","joellart",,,"",0,8224035513,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Docteure Good night!!!  Sweet Dreams!!!!  Sleep well!!! And get some rest so you can fight that cold okay!  Luv Ya!!!!","Docteure"
"Tue, 26 Jan 2010 05:21:13 +0000","joellart",,,"",0,8224014009,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","I got to go guys, it's after 1 am here...&amp; I have a couple things to do before hitting the pillow!  Sweet dreams and I'll talk 2 ya 2morrow!",""
"Tue, 26 Jan 2010 05:21:06 +0000","joellart",,,"",0,8224010559,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Docteure Isn't that something...you slept with J's wife before him!!!!  LOL!  Wonder what he'll think about that!","Docteure"
"Tue, 26 Jan 2010 05:20:12 +0000","joellart",,,"",0,8223983434,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","Was it?  I think so!  RT @Docteure:  isn't that also the night I slept with J's wife?",""
"Tue, 26 Jan 2010 05:19:20 +0000","joellart",,,"",0,8223957402,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@sudruk  I hear ya...at least relax for an hour or two okay!","sudruk"
"Tue, 26 Jan 2010 05:17:55 +0000","AC_OB_CN",,,"",0,8223915349,"en","Bawstin ;-)","http://a1.twimg.com/profile_images/647516334/1x12180dot80-1x13Hostage0065_normal.jpg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","#whatislove  uhm......alex cabot, olivia benson and casey novak are #whatislove",""
"Tue, 26 Jan 2010 05:16:33 +0000","joellart",,,"",0,8223875246,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Docteure The very place my dear!!!!  Remember...you sang at Carnegie Hall!!!  LOL!","Docteure"
"Tue, 26 Jan 2010 05:15:19 +0000","joellart",,,"",0,8223838732,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@sudruk Oh gosh...hope you get everything just the way you want it!  You must be getting really excited!!!!  Don't stay up too late!","sudruk"
"Tue, 26 Jan 2010 05:15:08 +0000","DELKYBETTY",,,"",0,8223833091,"es","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","Espero no amanezcas mereado con todas la vueltas q estas dando en mi cabeza",""
"Tue, 26 Jan 2010 05:14:23 +0000","joellart",,,"",0,8223810767,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@WendersLW In Twitterville we're all villians!  LOL!!!  Muauauauauauauhh!!!","WendersLW"
"Tue, 26 Jan 2010 05:13:48 +0000","joellart",,,"",0,8223793403,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@itzchel Hope all went well today!  Been thinking about you!!!  Hugs!","itzchel"
"Tue, 26 Jan 2010 05:12:00 +0000","joellart",,,"",0,8223739760,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Docteure  You got it!  :)","Docteure"
"Tue, 26 Jan 2010 05:11:46 +0000","joellart",,,"",0,8223733072,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@sudruk Freedom! FREEDOM!  How does it feel to be free???","sudruk"
"Tue, 26 Jan 2010 05:09:43 +0000","joellart",,,"",0,8223670790,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","Yep...it's the last place and time I saw and spoke to Josh.  RT @ChirpieGrl: http://tweetphoto.com/9581766 (via @sudruk) Carnegie?",""
"Tue, 26 Jan 2010 05:08:10 +0000","vaniibaby",,,"",0,8223623545,"en","VaniiLand","http://a3.twimg.com/profile_images/647418287/Photo0440_001__normal.jpeg","&lt;a href=&quot;/devices&quot; rel=&quot;nofollow&quot;&gt;txt&lt;/a&gt;","@ily2lilbit remember your prices was different then mines even tho we did it at the same time","ily2lilbit"
"Tue, 26 Jan 2010 05:06:38 +0000","joellart",,,"",0,8223577095,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Carolina_M Thank you!!!!  That means alot!  And I wish you all the best with school. I am so proud of you!!!  Yep! Dave's cute and nice 2!","Carolina_M"
"Tue, 26 Jan 2010 05:05:27 +0000","vaniibaby",,,"",0,8223540151,"en","VaniiLand","http://a3.twimg.com/profile_images/647418287/Photo0440_001__normal.jpeg","&lt;a href=&quot;/devices&quot; rel=&quot;nofollow&quot;&gt;txt&lt;/a&gt;","@ily2lilbit did the hotel prices change","ily2lilbit"
"Tue, 26 Jan 2010 05:04:50 +0000","vaniibaby",,,"",0,8223520675,"no","VaniiLand","http://a3.twimg.com/profile_images/647418287/Photo0440_001__normal.jpeg","&lt;a href=&quot;/devices&quot; rel=&quot;nofollow&quot;&gt;txt&lt;/a&gt;","@bakerboy33 always boo","bakerboy33"
"Tue, 26 Jan 2010 05:04:29 +0000","DELKYBETTY",,,"",0,8223509399,"es","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","El que tiene una pareja q se fue de viaje y usted esperando aki #notienenada pero nada",""
"Tue, 26 Jan 2010 05:04:10 +0000","joellart",,,"",0,8223499494,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","Time to drag my butt to bed too!  Good night everyone....may the Twittervillians all be blessed with a peaceful rest!",""
"Tue, 26 Jan 2010 05:03:33 +0000","vaniibaby",,,"",0,8223480181,"en","VaniiLand","http://a3.twimg.com/profile_images/647418287/Photo0440_001__normal.jpeg","&lt;a href=&quot;/devices&quot; rel=&quot;nofollow&quot;&gt;txt&lt;/a&gt;","@ily2lilbit two or three at least","ily2lilbit"
"Tue, 26 Jan 2010 05:03:07 +0000","joellart",,,"",0,8223466233,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Carolina_M MISS YOU!!!!!  :(","Carolina_M"
"Tue, 26 Jan 2010 05:02:43 +0000","joellart",,,"",0,8223453385,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Carolina_M @Carolina_M Met Dave last night through Lori...we're trying to Josh him!  LOL!  Sweet dreams!!!  Hope you get some rest!","Carolina_M"
"Tue, 26 Jan 2010 05:01:28 +0000","joellart",,,"",0,8223413051,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Carolina_M I'm ok, mom's doing better, still not back to 100% though. Have to get used to being back here...it's so weird after so long.","Carolina_M"
"Tue, 26 Jan 2010 05:00:52 +0000","DELKYBETTY",,,"",0,8223392307,"es","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","El que tiene una bb sin internet #notienenada",""
"Tue, 26 Jan 2010 04:55:38 +0000","maomusic",,,"",0,8223225218,"","Mao, Valverde","http://a3.twimg.com/profile_images/264952865/mm_normal.jpg","&lt;a href=&quot;http://apiwiki.twitter.com/&quot; rel=&quot;nofollow&quot;&gt;API&lt;/a&gt;","&lt;![CDATA[Grupo Maní- Masters of The Stage [1999]]]&gt; http://tinyurl.com/yd2o5f5",""
"Tue, 26 Jan 2010 04:54:44 +0000","joellart",,,"",0,8223197099,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Carolina_M Hey chick!  How are you??? Surviving???","Carolina_M"
"Tue, 26 Jan 2010 04:54:14 +0000","joellart",,,"",0,8223181784,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Docteure Sure...come on over!  But, that's all you need...sunstroke on top of your cold!  LOL!","Docteure"
"Tue, 26 Jan 2010 04:53:57 +0000","DELKYBETTY",,,"",0,8223172879,"es","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","RT @lamascotisa: @DELKYBETTY pero vamo arranka #twittwerdesvelados #notienenada o #esoehmasbueno cual de los dos",""
"Tue, 26 Jan 2010 04:53:39 +0000","Dastream",,,"",0,8223163985,"en","18.666667, -72.524333","http://a3.twimg.com/profile_images/650990563/Dastream_normal.jpg","&lt;a href=&quot;http://echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;","Ice cream on your tongue :bRT @MarieLuv: http://twitpic.com/zt1bc - Wifey @xxxdestinyday decided that I should eat before my flight YUMMY :p",""
"Tue, 26 Jan 2010 04:53:04 +0000","joellart",,,"",0,8223146268,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Docteure Sorry to hear that you're sick!  It's not surprising you have a cold with all the cold!!!  Hope you feel better soon!","Docteure"
"Tue, 26 Jan 2010 04:52:37 +0000","lpharel",,,"",0,8223132611,"en","ÜT: 18.540462,-72.32949","http://a3.twimg.com/profile_images/620425775/teyat_normal.jpg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","There are 3 main types of fault that may cuz an EarthQuake???#HAITI",""
"Tue, 26 Jan 2010 04:51:54 +0000","DELKYBETTY",,,"",0,8223110118,"es","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","Estudia mas te vale RT @alexfiebru: Quiero estudiar pero al mismo tiempo no quiero. Que hago?",""
"Tue, 26 Jan 2010 04:51:15 +0000","rickperera",,,"",0,8223089862,"en","Port Au prince, Haiti","http://a3.twimg.com/profile_images/642989205/HTI-2010-EH-37-Rick_headshot_normal.jpg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","Time for bed.  More guests packing into our apartment tonight... fortunately we have a big supply of mattresses for the quake survivors.",""
"Tue, 26 Jan 2010 04:49:20 +0000","DELKYBETTY",,,"",0,8223029397,"pt","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","#twitterdesvelados presente",""
"Tue, 26 Jan 2010 04:47:25 +0000","richardsession",,,"",0,8222969639,"en","Port-au-Prince","http://a3.twimg.com/profile_images/628697149/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","Why is it that some artists EPs and mixtapes are better than most full length albums?",""
"Tue, 26 Jan 2010 04:45:50 +0000","DELKYBETTY",,,"",0,8222919616,"es","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","+1 RT @LauraAlemany: Aayy dio! Dike a trabajar mañana!!! Y yo sin na de sueño!!! :(",""
"Tue, 26 Jan 2010 04:45:41 +0000","richardsession",,,"",0,8222915170,"en","Port-au-Prince","http://a3.twimg.com/profile_images/628697149/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","@dfoundation I can definitely help out with that.  I have the programming knowledge.","dfoundation"
"Tue, 26 Jan 2010 04:37:23 +0000","joellart",,,"",0,8222649543,"en","A tiny island in the Caribbean","http://a1.twimg.com/profile_images/462359642/twitterProfilePhoto_normal.jpg","&lt;a href=&quot;http://www.tweetdeck.com/&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;","@Docteure  Mini vacay!!!!  YAY!!!!  Glad you get a minute or two to relax amidst your insane schedule!  :)","Docteure"
"Tue, 26 Jan 2010 04:35:54 +0000","Dahianita_",,,"",0,8222600695,"es","Esperanza, Valverde","http://a3.twimg.com/profile_images/627175815/Angelito_Final_Genius_009_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","RT @tonydize: cual cancion se saben de memoria full? ---&gt; El doctorado !!!!!!!!!!!!!!! Tu no sabe lo k has hecho con esa cancion !!!",""
"Tue, 26 Jan 2010 04:30:46 +0000","laura_dubya",,,"",0,8222431918,"en","with Ciacco in the 3rd circle ","http://a3.twimg.com/profile_images/650524203/01C835490011_1_normal.jpg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","This. Scares. Me. 
http://bit.ly/4OjIOJ",""
"Tue, 26 Jan 2010 04:24:34 +0000","laura_dubya",,,"",0,8222223806,"en","with Ciacco in the 3rd circle ","http://a3.twimg.com/profile_images/650524203/01C835490011_1_normal.jpg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","spring run salmon is el delicious. Much better taste and texture than fall run salmon. just a thought i wanted to throw out there...",""
"Tue, 26 Jan 2010 04:24:15 +0000","vaniibaby",,,"",0,8222212882,"en","VaniiLand","http://a3.twimg.com/profile_images/647418287/Photo0440_001__normal.jpeg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","@ily2lilbit 14 15 i guess idk ima ask","ily2lilbit"
"Tue, 26 Jan 2010 04:23:03 +0000","luandamedrado",,,"",0,8222172586,"pt","Paraíso","http://a3.twimg.com/profile_images/450354027/jjjj_normal.JPG","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","@NandoMesquita Só falta postar fotos de cueca!!!!!!! hahahaha posta!","NandoMesquita"
"Tue, 26 Jan 2010 04:22:38 +0000","Lakay_Graphics",,,"",0,8222158395,"en","Cap Haitien, Haiti","http://a1.twimg.com/profile_images/314622682/logotwitter_normal.png","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","RT @ForHaiti: As Haiti rebuilds, one thing to remember is EVERYTHING has been destroyed. Think about that, libraries (and books), schools, parks, etc.",""
"Tue, 26 Jan 2010 04:22:24 +0000","vaniibaby",,,"",0,8222151013,"en","VaniiLand","http://a3.twimg.com/profile_images/647418287/Photo0440_001__normal.jpeg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","@ily2lilbit a house n rancho or fontana wit a yard for are dog","ily2lilbit"
"Tue, 26 Jan 2010 04:21:55 +0000","luandamedrado",,,"",0,8222134275,"pt","Paraíso","http://a3.twimg.com/profile_images/450354027/jjjj_normal.JPG","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","RT: @NandoMesquita saudade daquela ferrari estacionada na casa mais vigiada do Brasil, o @boninho nunca mais estacionou uma igual.",""
"Tue, 26 Jan 2010 04:19:42 +0000","DELKYBETTY",,,"",0,8222058112,"es","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","El viernes el viernes el viernes q tengo compromiso para el sabado y no me lo quiero perder RT @kirod19: @dejow ok.. no problem",""
"Tue, 26 Jan 2010 04:17:49 +0000","glainhaiti",,,"",0,8221994481,"en","Petionville Haiti","http://a3.twimg.com/profile_images/544352385/Pictures_for_Blog_normal.jpg","&lt;a href=&quot;http://twitterfeed.com&quot; rel=&quot;nofollow&quot;&gt;twitterfeed&lt;/a&gt;","Help the orphans.... Pictures: Cheryl Vanderwell was part of the team that flew to Haiti January 19 to help at GLA... http://bit.ly/7TT9wy",""
"Tue, 26 Jan 2010 04:17:45 +0000","DELKYBETTY",,,"",0,8221992421,"es","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","Muuuuuuuuuaaaaaaaahhhh mi corazon como estas? RT @logan_008: @DELKYBETTY hoooooooola mamol!! cm estas",""
"Tue, 26 Jan 2010 04:17:02 +0000","Dahianita_",,,"",0,8221967756,"es","Esperanza, Valverde","http://a3.twimg.com/profile_images/627175815/Angelito_Final_Genius_009_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","Loca por llegar a mi casa y acostarme !!",""
"Tue, 26 Jan 2010 04:16:04 +0000","adamsemtp",,,"",0,8221934825,"en","ÜT: 18.566788,-72.277569","http://a3.twimg.com/profile_images/311738085/DSC_6152_2_3_normal.jpg","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","Team assignments are complete for tomorrow. We will be working at Pétionville Community Hospital and a children's hospital. @NCBMHaitiRelief",""
"Tue, 26 Jan 2010 04:14:46 +0000","DELKYBETTY",,,"",0,8221889153,"es","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","Tabas brechando? RT @airamf: @logan_008 jesus y tu ta vivo",""
"Tue, 26 Jan 2010 04:14:20 +0000","luandamedrado",,,"",0,8221873981,"pt","Paraíso","http://a3.twimg.com/profile_images/450354027/jjjj_normal.JPG","&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;","@NandoMesquita já te falaram q vc fica mais bonito sem barba? hahaa","NandoMesquita"
"Tue, 26 Jan 2010 04:13:04 +0000","DELKYBETTY",,,"",0,8221830611,"es","ÜT: 19.703117,-71.413795","http://a1.twimg.com/profile_images/588768132/IMG00492-20091207-0919_normal.jpg","&lt;a href=&quot;http://ubertwitter.com&quot; rel=&quot;nofollow&quot;&gt;UberTwitter&lt;/a&gt;","@Ponchita27 que bueno a descansar temprano como tu estas?","Ponchita27"
"Tue, 26 Jan 2010 04:11:35 +0000","01ladybug",,,"",0,8221779641,"en","Port-au-Prince, Haiti","http://s.twimg.com/a/1264119427/images/default_profile_1_normal.png","&lt;a href=&quot;http://www.atebits.com/&quot; rel=&quot;nofollow&quot;&gt;Tweetie&lt;/a&gt;","RT @InternetHaiti: RT @VRWCTexan UN's John Holmes, sd (more than tents) needed for #Haiti to face April rainy season &amp; hurricanes in June.",""
"Tue, 26 Jan 2010 04:09:44 +0000","PortAuPrinceHT",18.543,-72.3431,"Point",1,8221713575,"en","18.543000, -72.343100","http://a1.twimg.com/profile_images/655360798/moon_normal.jpg","&lt;a href=&quot;http://apiwiki.twitter.com/&quot; rel=&quot;nofollow&quot;&gt;API&lt;/a&gt;","humidity up: 55% -&gt; 89%",""
